Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
126216,0,0.336343,50,0,0.017037,7544.813846005141,11,0,1,0,1.0
126217,0,0.364314,62,0,0.27298,1105.0240747497412,9,0,0,0,0.0
126218,0,0.524971,43,0,0.412621,18772.393198776932,7,0,3,0,0.0
126219,0,0.021379,39,1,0.336279,,9,0,1,0,1.0
126220,0,0.099795,58,0,0.203181,,7,0,1,0,1.0
126221,0,0.168824,61,0,0.260484,5674.936032654037,6,0,0,0,0.0
126222,0,0.101887,53,2,0.034513,50000.0,10,0,3,0,1.0
126223,0,0.075257,36,0,0.214147,3757.7336045456223,11,0,0,0,1.0
126224,0,0.321036,83,0,0.151415,,11,0,3,0,1.0
126225,0,0.240239,58,1,0.242868,1980.1820576353223,9,0,1,0,1.0
126226,0,0.142004,57,0,0.370095,,8,1,0,0,0.0
126227,0,0.312532,35,0,0.254702,4200.394683222611,7,0,2,0,
126228,1,0.096775,46,1,0.000751,,7,1,1,0,1.0
126229,0,0.093517,59,0,0.108059,16299.746878893427,10,0,4,0,1.0
126230,0,0.011808,60,0,0.345968,28193.12708684227,8,0,1,0,1.0
126231,0,0.393117,45,0,0.455484,4217.513186659128,5,1,2,1,0.0
126232,0,0.189483,78,0,1.370851,7523.990616387581,7,1,0,0,0.0
126233,0,0.512928,58,2,0.867464,3436.776969772912,5,0,3,1,0.0
126234,0,0.317725,43,0,0.052345,,5,0,1,1,0.0
126235,0,0.251322,42,0,1.235147,4586.6265249917005,5,0,3,0,1.0
126236,0,0.365727,40,0,0.341225,9381.310880269237,6,0,0,0,1.0
126237,0,0.011131,37,0,0.059104,,9,0,0,0,0.0
126238,0,0.173938,51,0,0.371752,5384.235693616465,6,1,0,0,0.0
126239,0,0.159863,56,0,0.010218,,10,0,0,0,1.0
126240,1,0.10313,73,0,0.472693,7376.045781376092,8,1,1,0,2.0
126241,0,0.190215,62,0,0.238033,1279.7704464546368,6,1,2,1,0.0
126242,0,0.482735,68,0,0.073687,3526.6033310528355,10,0,1,1,
126243,0,0.212293,44,1,0.070265,11199.831177329943,3,0,1,0,1.0
126244,0,0.10198,57,0,0.02194,3577.1453387076604,7,1,3,0,1.0
126245,0,0.201506,52,0,0.495206,,5,1,2,0,1.0
126246,0,0.185767,35,1,0.136356,17429.009563369316,7,0,0,0,0.0
126247,0,0.375035,60,0,0.362785,1641.9195031393447,8,0,3,1,2.0
126248,0,0.399437,67,0,0.054483,,5,1,0,0,2.0
126249,0,0.451636,44,0,0.097647,12464.139508994693,8,0,0,0,0.0
126250,0,0.195203,68,0,0.030044,3310.1263360097323,2,0,0,0,1.0
126251,0,0.179171,58,0,0.521479,,6,0,2,0,
126252,0,0.136455,48,1,0.257087,,8,0,0,0,1.0
126253,0,0.298549,61,0,0.151136,,13,0,1,0,0.0
126254,0,0.507288,73,0,0.342494,6298.061629090079,11,0,1,0,0.0
126255,0,0.156222,78,0,0.194487,19283.186811666088,8,0,0,0,1.0
126256,0,0.496005,54,0,0.391652,21691.380134803214,10,0,0,0,1.0
126257,0,0.579914,67,0,0.922724,6239.891073208904,8,0,1,0,1.0
126258,0,26.474937,74,0,0.006898,3693.7214160375665,8,0,1,0,0.0
126259,0,0.113476,52,0,0.392218,3494.208080435868,11,0,1,0,0.0
126260,0,0.222977,59,0,0.664921,1702.1173604562427,11,0,2,0,0.0
126261,0,0.394072,27,0,0.270242,19297.44021437618,12,0,2,0,0.0
126262,0,0.168203,41,0,0.178199,4834.754225997169,12,0,1,0,2.0
126263,0,0.325383,52,0,0.297553,,7,2,1,0,0.0
126264,0,0.436157,30,0,0.34476,14047.01096982789,4,0,1,0,1.0
126265,0,0.322933,44,1,0.216448,9587.354677226114,11,0,0,1,1.0
126266,0,0.049575,69,1,1.284456,,10,1,1,1,0.0
126267,0,0.322582,51,1,0.231183,,9,0,1,0,1.0
126268,0,0.005003,70,0,0.011354,3147.458335014083,5,1,1,0,0.0
126269,0,0.44166,60,0,0.013336,9295.792211533219,7,0,1,3,1.0
126270,0,0.106542,32,0,0.439176,3440.9182908263206,4,0,0,0,0.0
126271,1,0.073368,41,0,0.568763,17774.161494328622,8,0,3,0,1.0
126272,0,0.134189,52,0,0.268122,2631.4768136005005,16,0,1,0,1.0
126273,0,0.653698,58,1,0.397776,1270.7266825142879,5,0,4,0,0.0
126274,0,0.10601,56,0,0.262323,,7,0,0,0,1.0
126275,0,0.183663,47,0,0.451289,9703.384604823317,8,0,0,0,2.0
126276,0,0.047639,48,0,0.2033,,13,0,0,0,3.0
126277,0,0.276234,59,0,0.018107,1991.0101561867516,8,0,1,0,0.0
126278,0,0.340717,31,0,0.293248,8122.998881939226,8,1,2,0,1.0
126279,0,0.051987,38,0,0.073042,10820.95660192568,13,1,0,1,1.0
126280,0,0.144841,58,1,0.515105,2842.3514980046575,6,0,1,0,0.0
126281,0,0.565703,44,0,0.032539,10419.511070193854,12,0,0,1,0.0
126282,0,0.603597,57,0,0.447258,8294.915185792333,14,0,0,0,0.0
126283,0,0.212177,53,1,0.130594,2957.929184480967,8,0,2,0,2.0
126284,0,0.074693,25,2,0.135383,,4,1,1,0,1.0
126285,0,0.285024,40,0,0.185151,3169.2985900009867,7,0,3,1,0.0
126286,0,0.269172,64,0,0.090483,895.815468653237,12,0,1,0,1.0
126287,1,0.111648,42,1,0.045558,5009.461897571207,11,1,1,1,0.0
126288,0,0.222546,70,0,0.681653,2447.934045239577,8,0,1,1,3.0
126289,0,0.132106,38,0,0.107964,4104.391512006933,9,0,3,2,2.0
126290,0,0.026018,76,0,0.080684,22251.15119197291,8,0,1,0,2.0
126291,0,0.139937,47,1,1.0267,2876.068095759489,4,0,1,0,0.0
126292,0,0.325739,62,0,0.250427,7115.569887104252,5,0,0,1,0.0
126293,0,0.667677,61,1,0.059944,6545.6553645372605,4,0,2,0,0.0
126294,0,0.263753,73,0,0.145773,16369.141188927544,10,0,1,0,1.0
126295,0,0.246579,55,0,0.45893,782.2235395883606,6,0,0,1,1.0
126296,0,0.154071,61,0,0.209516,1898.329417807868,12,0,2,0,0.0
126297,0,0.496098,45,0,0.050427,3397.535078980521,7,1,2,0,0.0
126298,0,0.476522,49,0,0.223305,8415.406547905874,8,0,2,0,0.0
126299,0,0.029562,44,1,0.174501,3282.9855726235014,6,1,2,0,0.0
126300,0,0.28559,45,1,0.001989,,7,0,2,0,0.0
126301,0,0.314951,18,0,0.595995,14014.07050551245,12,0,4,0,1.0
126302,0,0.430488,49,0,0.43286,5422.335493322164,11,0,2,0,0.0
126303,0,0.052962,51,0,0.02018,4110.125217718623,7,0,0,0,0.0
126304,0,0.716254,30,1,0.300723,8374.807168882897,7,1,1,0,0.0
126305,0,0.08442,65,0,0.168239,9699.558873064356,12,0,1,0,2.0
126306,0,0.105083,41,0,0.041851,1863.5805510539542,7,0,1,0,1.0
126307,0,0.276386,52,0,0.053301,1279.7584571517784,13,0,1,1,0.0
126308,0,0.342935,62,0,0.126505,6633.780247244758,7,0,1,0,
126309,0,0.099816,46,0,0.797574,3618.699268521037,8,0,4,0,1.0
126310,0,0.053921,53,1,0.823691,43314.89875783748,9,0,0,1,0.0
126311,0,0.158334,52,0,0.144603,44232.61972128407,10,0,1,0,0.0
126312,0,0.311363,55,0,0.008736,1606.9551122208925,5,0,0,1,1.0
126313,0,0.046433,53,0,0.694139,12789.496102540095,8,0,2,0,0.0
126314,0,0.328755,50,2,0.435733,3793.304899550521,9,0,1,0,1.0
126315,0,0.794307,38,0,0.103621,9888.159881125655,7,0,1,0,0.0
126316,0,0.096089,69,0,0.550074,4543.22433587693,8,0,1,0,0.0
126317,0,0.10326,53,0,0.417421,7097.519526301647,4,0,1,0,0.0
126318,0,0.269355,46,0,0.304539,4167.71135375454,7,0,0,0,0.0
126319,1,0.527996,32,1,0.465356,,16,0,0,1,0.0
126320,0,0.306102,66,1,0.02655,2506.1447608169624,6,0,0,0,0.0
126321,0,0.006794,37,0,0.057945,6610.224798473954,5,0,3,0,0.0
126322,0,0.110532,58,0,0.761534,,9,0,3,0,1.0
126323,0,0.315135,49,0,0.615353,7394.505981150835,9,0,0,1,1.0
126324,0,0.198901,61,0,0.018162,,13,1,1,0,0.0
126325,0,0.294454,73,0,0.227656,50000.0,7,0,1,0,0.0
126326,0,0.237626,38,0,0.846643,5372.893957883901,8,0,1,1,0.0
126327,0,0.00515,36,0,0.743178,4459.55456220036,11,0,0,0,1.0
126328,0,0.219649,57,0,0.275994,,5,0,0,0,2.0
126329,0,0.489354,68,0,0.125535,,11,0,0,0,2.0
126330,0,0.440435,47,0,0.306576,12570.146750417687,8,1,0,0,0.0
126331,0,0.228545,51,0,0.062444,1186.922836941224,8,0,1,2,0.0
126332,0,0.425243,32,1,0.213489,726.6573399050152,4,0,1,0,0.0
126333,0,0.623978,66,0,0.525169,1947.833329969347,13,0,1,0,0.0
126334,0,0.239105,52,0,0.49624,1444.3918051159708,9,0,0,1,0.0
126335,0,0.446832,65,0,0.032974,,6,0,1,0,0.0
126336,0,0.113441,56,1,0.800367,4305.595559894119,10,0,0,0,1.0
126337,0,0.085912,49,1,0.620102,,12,1,0,0,0.0
126338,0,0.092805,66,1,0.263471,5066.958585074183,10,0,1,0,0.0
126339,0,9.152407,54,0,0.401341,50000.0,7,0,0,0,0.0
126340,0,0.071611,33,0,0.306939,,9,0,0,0,1.0
126341,0,0.472185,64,1,0.052818,1581.6129635533425,6,0,1,0,
126342,0,0.154164,71,1,0.265157,2004.5126946165433,6,0,0,0,1.0
126343,0,0.267223,41,0,0.297549,,13,0,1,0,0.0
126344,0,0.294783,50,0,1.906429,4585.640526034379,8,0,0,0,0.0
126345,0,0.148742,80,0,0.022554,2888.6829445858552,13,0,0,1,0.0
126346,0,0.102343,47,0,1.038969,,9,0,1,0,1.0
126347,0,0.320295,37,1,0.178338,660.4348890011072,8,0,0,0,1.0
126348,0,0.287922,43,0,0.047997,12940.672059369042,7,0,1,0,1.0
126349,0,0.352704,47,0,0.642958,2417.271400405746,7,1,1,0,1.0
126350,0,0.077917,67,0,0.475755,2266.9089699338215,7,0,2,0,2.0
126351,0,0.030488,45,0,0.027475,1988.2560291358996,9,0,0,1,0.0
126352,0,0.26172,62,0,0.384817,,8,0,0,0,1.0
126353,0,12.269906,57,0,0.059521,,4,0,0,1,1.0
126354,0,0.234916,52,0,0.031281,3217.2421430835166,13,1,2,1,1.0
126355,0,0.596695,52,0,0.736776,5341.6324796948265,9,1,1,0,0.0
126356,0,0.23373,20,0,0.598885,3840.52774760698,8,0,0,0,1.0
126357,0,0.162054,59,0,0.959953,1197.183097600015,13,0,2,1,0.0
126358,0,20.049323,68,2,0.11243,3366.4196331162575,7,0,1,0,0.0
126359,0,0.204862,43,0,0.263033,,4,0,1,0,2.0
126360,0,0.580147,68,0,0.033536,,12,1,2,0,0.0
126361,0,0.096423,46,1,0.372351,2997.378644555045,8,0,0,0,0.0
126362,0,29.234715,50,0,0.029902,4454.219386258788,7,0,0,0,1.0
126363,1,0.144048,55,1,0.642321,,8,0,2,2,1.0
126364,0,0.4883,71,0,0.015204,,7,0,0,0,0.0
126365,0,0.129701,25,0,1.668642,2400.909683115561,8,0,3,1,0.0
126366,0,0.134726,61,0,0.113754,3289.05067246254,11,0,2,0,3.0
126367,0,0.056451,56,0,0.619349,2121.717478617758,7,0,0,0,0.0
126368,0,0.127854,60,0,1.613207,1695.3119181906127,7,0,4,0,0.0
126369,0,0.520481,50,0,0.595991,2003.5453146137604,6,1,1,0,1.0
126370,0,0.169395,47,0,0.324534,6409.29197415494,10,1,0,0,0.0
126371,0,0.408898,81,1,0.041233,8912.959859536944,4,0,0,0,2.0
126372,0,0.481017,43,0,1.324747,5480.958612083838,7,0,1,0,0.0
126373,0,0.016326,52,1,0.43111,5524.580345156467,7,0,1,1,0.0
126374,0,0.474227,80,1,0.373632,1808.2742986801545,9,0,1,1,1.0
126375,0,36.322482,65,0,0.42494,20406.73430021734,7,0,1,0,0.0
126376,0,0.620651,28,1,0.110917,,7,0,2,0,0.0
126377,0,0.080037,35,0,0.124616,2649.1173494417853,12,0,1,0,0.0
126378,0,0.343792,65,0,0.567441,7734.293657635926,6,0,0,0,1.0
126379,0,0.342187,53,0,0.234411,,10,0,0,0,0.0
126380,0,0.650024,87,0,0.253201,2693.1594396218434,11,0,2,0,0.0
126381,0,0.165845,54,0,0.054039,2405.673812452995,4,0,1,0,3.0
126382,0,0.277778,62,0,0.450547,,12,0,1,0,1.0
126383,1,0.498092,57,0,0.347616,21549.514076809333,7,1,0,1,0.0
126384,0,0.101593,70,0,0.41693,3055.329707229389,13,1,2,0,0.0
126385,0,0.126956,82,0,0.188113,,9,0,2,0,1.0
126386,0,0.38336,56,1,0.021189,3070.0878735890033,12,0,1,0,2.0
126387,0,0.142451,74,0,0.155266,,7,0,1,0,1.0
126388,0,0.284319,62,1,0.066439,,11,0,0,0,0.0
126389,0,0.301867,56,0,0.047149,4322.853395582613,4,1,2,0,1.0
126390,0,0.204765,53,0,0.083784,2539.4717457897264,8,0,1,0,1.0
126391,0,0.17095,34,0,0.194608,2524.3379797115676,11,0,1,1,
126392,0,0.381858,77,0,0.562922,2355.740066940146,9,0,1,0,0.0
126393,0,0.509625,53,0,0.514095,9368.38531958173,6,1,1,0,2.0
126394,0,0.233521,38,0,0.781509,6193.385143134362,7,0,0,0,0.0
126395,0,0.331106,44,1,0.11875,12051.274018639084,5,0,0,0,2.0
126396,0,0.618815,36,1,0.279419,17666.55230541867,9,2,1,0,0.0
126397,0,0.25725,60,0,1.941732,5574.012393301178,11,1,0,0,0.0
126398,0,0.117858,73,0,0.100898,7676.372888608508,7,0,1,0,0.0
126399,0,0.18091,43,0,0.160752,2225.787006395204,12,1,0,0,2.0
126400,0,0.3258,36,0,0.698296,11567.910485465418,9,0,1,0,0.0
126401,0,0.141485,21,0,0.117208,,13,0,0,1,1.0
126402,1,0.296117,36,1,0.113023,1541.7451013940286,6,0,2,1,0.0
126403,0,0.304561,35,0,0.097607,1540.732174404913,9,2,2,0,0.0
126404,0,0.15798,78,0,0.06424,6050.461799911196,11,0,1,0,2.0
126405,0,0.417199,30,0,0.600625,7697.421897872457,12,1,1,0,2.0
126406,1,0.01153,59,3,0.1346,1971.1796633125155,10,0,1,2,0.0
126407,0,0.291058,57,0,1.02909,6731.229672435254,7,0,1,0,1.0
126408,0,0.125104,50,1,0.041293,1428.1092885467033,11,0,0,0,1.0
126409,1,0.108593,46,2,1.492129,5814.42141989025,13,1,1,1,
126410,0,0.015913,77,1,0.120576,4684.9568882291915,10,0,0,0,2.0
126411,0,0.470536,57,0,0.164154,4414.025813263425,13,0,1,0,0.0
126412,0,0.331672,32,0,0.535472,,5,2,1,0,0.0
126413,0,0.047937,47,0,0.522339,5956.925880749372,4,0,1,2,1.0
126414,0,0.373299,50,1,0.064439,3905.8896806591006,10,0,2,0,5.0
126415,0,0.395318,42,1,0.371334,669.27374665449,12,0,0,0,
126416,0,0.100077,52,0,0.258762,,8,0,2,0,0.0
126417,0,0.058521,63,1,0.292255,,10,0,2,0,0.0
126418,0,0.13465,54,1,0.148766,3072.899212300226,9,0,1,0,0.0
126419,0,0.344029,61,0,0.251733,1368.4042203389065,5,0,2,0,1.0
126420,0,0.549057,59,1,0.111249,5998.621906695945,5,0,0,0,0.0
126421,0,0.388009,62,0,0.136765,3615.9092711106264,9,0,1,3,0.0
126422,0,0.586213,73,0,0.028507,1706.2738127228727,9,0,2,0,0.0
126423,0,0.074499,41,1,0.182706,3734.89463476817,6,0,1,0,0.0
126424,0,0.197964,28,1,0.174541,3095.7814202969716,15,0,0,2,0.0
126425,0,0.134125,61,0,0.269066,5193.699606682447,6,0,1,0,1.0
126426,0,0.058501,80,2,0.128939,6857.876843644329,9,1,1,0,0.0
126427,0,0.611621,53,0,0.294511,628.744547038342,8,1,0,0,0.0
126428,0,0.221156,36,0,0.518503,6492.066144083366,9,0,1,0,2.0
126429,0,0.521472,58,1,2.223274,,10,0,1,0,1.0
126430,1,0.301907,29,1,0.022608,6712.0088122251445,7,1,0,0,1.0
126431,0,0.1525,53,0,0.325449,11762.550820508091,7,0,2,0,1.0
126432,1,0.441636,25,0,0.648704,,3,0,1,1,0.0
126433,0,0.414219,43,0,0.194581,9411.734596606404,12,0,0,0,0.0
126434,0,0.06878,83,0,1.310691,,7,0,1,0,
126435,0,0.361611,34,0,0.700659,5206.585520972714,9,1,1,0,3.0
126436,0,0.238396,58,0,0.515199,2064.672716543535,5,1,2,0,0.0
126437,0,0.383349,60,0,0.707047,,12,0,0,0,0.0
126438,0,0.071566,38,0,0.988314,2203.166292079446,8,0,1,0,0.0
126439,0,0.185104,74,0,0.609226,2466.0727477625437,5,0,1,1,0.0
126440,0,0.332314,44,0,0.096279,11490.365630328783,9,0,1,0,2.0
126441,0,0.378381,52,1,0.357343,9268.109083558453,9,0,2,1,0.0
126442,0,0.275385,51,0,0.011362,4933.240104185411,11,0,0,0,0.0
126443,0,0.09089,62,0,0.622847,6977.931330587549,11,0,1,0,2.0
126444,0,0.375476,87,0,0.031104,15177.584906889046,13,0,0,0,0.0
126445,0,0.068958,39,1,0.230477,6266.19782157898,5,0,1,0,0.0
126446,0,0.014888,57,0,0.246793,7853.019579795266,9,0,1,0,0.0
126447,0,0.090852,69,0,0.935599,12644.035351562705,9,0,0,2,1.0
126448,0,0.403743,37,1,0.582453,4529.825242334595,10,0,2,0,3.0
126449,0,0.484792,47,0,0.072499,6953.370323776483,11,1,0,1,0.0
126450,0,0.620042,64,2,0.336993,10906.73040105576,4,0,3,1,
126451,0,0.161993,42,0,0.092568,5308.889380466456,3,0,1,0,2.0
126452,0,0.564029,45,2,0.074516,,7,0,0,0,1.0
126453,0,0.127772,18,0,0.956857,3588.668684253993,3,0,2,1,1.0
126454,0,0.132887,40,1,0.581617,17960.08756420027,8,0,4,0,1.0
126455,0,0.405113,27,0,0.230798,8828.81511061234,8,1,1,0,0.0
126456,0,0.922452,51,0,1.121202,5072.158415900108,5,0,0,0,2.0
126457,0,0.388512,22,0,0.761416,3263.384523297243,5,0,0,0,1.0
126458,0,0.146849,45,0,0.367187,5959.969549641049,5,1,0,0,0.0
126459,1,0.527417,54,0,0.692407,7325.074817133247,8,0,2,1,0.0
126460,0,0.306551,49,1,0.063785,4702.584518666816,8,2,0,0,1.0
126461,0,0.275994,60,1,0.823845,,6,0,1,0,0.0
126462,0,0.386855,59,1,0.324322,3091.0306253847925,12,1,0,0,0.0
126463,0,0.37163,30,0,0.497969,2142.391779678949,6,1,1,0,1.0
126464,0,0.404056,51,0,0.250979,850.9551240275836,3,0,1,0,0.0
126465,0,0.081089,22,0,0.211643,3612.615561527062,9,1,2,0,1.0
126466,0,0.044116,49,0,0.260374,10782.916705707517,8,0,1,0,0.0
126467,0,0.178411,40,0,0.507259,1300.3900160912058,10,0,0,0,0.0
126468,0,0.464635,47,0,0.239899,,4,2,2,0,0.0
126469,0,0.184868,47,0,0.112597,3369.974104475825,6,1,1,0,1.0
126470,0,41.455363,58,0,0.257292,3369.6915170755383,14,1,1,0,2.0
126471,0,0.509002,51,0,0.233842,10158.9233783262,5,0,2,0,0.0
126472,0,0.106549,43,0,0.353537,4476.307518635291,6,0,1,2,1.0
126473,1,0.53575,22,1,0.784981,3100.353799781741,7,0,2,0,1.0
126474,1,0.064567,60,1,0.171434,,5,0,1,1,1.0
126475,1,0.176476,33,0,0.18411,3311.6439364074904,6,0,2,3,0.0
126476,0,0.185255,29,0,1.53287,9056.883941234744,14,1,0,0,0.0
126477,0,0.135853,36,0,0.211197,2239.5648654876204,8,0,1,2,0.0
126478,0,0.108991,63,0,0.0394,14678.348280975068,9,0,2,1,0.0
126479,0,0.00498,49,0,0.413098,18473.012243097677,9,0,0,0,0.0
126480,0,0.449888,60,0,0.127411,,7,0,0,1,1.0
126481,0,0.355265,36,1,0.028857,1681.2003618380834,13,0,1,1,1.0
126482,0,0.530257,48,0,0.329525,5348.245085749038,3,1,2,0,2.0
126483,0,0.250146,78,0,0.022276,2903.651714538472,7,0,0,0,0.0
126484,0,0.479708,47,1,0.003305,4364.315660999819,13,0,1,0,0.0
126485,1,0.086767,37,0,0.725894,1466.6426808063966,6,0,0,0,1.0
126486,0,0.273137,44,0,0.035556,5087.984797543244,8,0,1,0,3.0
126487,0,0.302503,59,0,0.450503,,12,0,0,0,0.0
126488,0,0.164898,71,2,0.612215,1607.0013352110543,11,0,3,0,0.0
126489,0,0.272166,18,0,0.036352,4625.40441360057,12,0,1,1,0.0
126490,0,0.190672,48,0,0.695337,2151.4577373513753,13,0,0,0,1.0
126491,0,0.272648,43,0,0.944482,,10,0,4,0,1.0
126492,0,49.450452,47,1,0.260603,2424.2310720426135,12,0,1,0,0.0
126493,0,0.462857,39,2,0.611486,3079.5194690130547,13,0,0,0,3.0
126494,0,0.226028,38,2,1.244561,15815.699770117508,9,0,1,0,1.0
126495,0,0.34294,34,1,0.60368,,12,0,1,1,0.0
126496,0,0.591566,39,0,0.427373,2814.801403031469,10,1,2,0,1.0
126497,0,0.148844,48,0,0.193761,11040.483300691782,9,1,0,1,2.0
126498,0,0.362971,49,1,0.051618,9635.155199816423,9,1,0,1,4.0
126499,0,0.453941,58,0,0.164078,2364.52416056206,7,0,1,0,0.0
126500,0,0.117364,54,1,0.069824,2491.8078186413313,11,0,1,1,
126501,0,0.227751,53,0,0.073525,,9,0,1,0,2.0
126502,0,0.091326,63,0,0.318278,588.9434635521528,3,0,0,0,1.0
126503,0,0.339918,35,0,0.640643,2703.4910039938777,11,0,2,0,0.0
126504,0,0.110659,42,0,0.004388,5559.736433436322,10,1,1,0,0.0
126505,0,0.191304,45,0,1.02676,2231.365132512672,6,2,1,0,0.0
126506,0,0.238919,50,2,0.702575,,4,0,1,0,0.0
126507,0,0.183037,63,0,1.048649,3597.738954027504,8,0,0,0,0.0
126508,0,0.03547,54,0,0.446105,4869.443197125774,6,0,1,0,3.0
126509,0,0.023448,67,0,0.038425,3604.605230479962,4,0,1,0,2.0
126510,0,0.312876,73,0,0.037762,,11,1,2,0,
126511,0,0.175862,45,0,0.526607,,7,0,1,1,2.0
126512,0,0.206021,27,0,0.515708,14407.126052376749,7,0,1,1,2.0
126513,0,0.276641,68,0,0.231031,8816.943019216951,18,1,3,0,1.0
126514,0,0.11232,48,0,0.449827,,13,0,1,0,1.0
126515,0,0.04952,48,1,0.565757,25989.29735782788,15,1,2,0,3.0
126516,0,0.238598,60,0,0.332429,4535.52961494132,8,1,3,0,0.0
126517,0,0.348695,50,1,0.439764,2742.1160538696518,6,0,0,0,0.0
126518,0,0.443845,50,2,0.204346,7153.230135110424,7,0,1,1,1.0
126519,0,0.078351,51,1,0.033157,,6,1,0,0,2.0
126520,0,0.166128,38,1,0.216203,,7,0,1,0,0.0
126521,0,0.068626,40,1,0.55755,7801.166574014265,8,0,2,0,0.0
126522,0,0.616553,66,1,0.35937,3742.996975864752,12,1,0,0,0.0
126523,0,0.092165,66,1,0.495185,12439.467514632468,8,0,0,0,0.0
126524,0,0.159433,52,0,0.011856,12554.74805268181,6,0,3,0,4.0
126525,0,0.151723,48,0,0.05509,,8,0,0,0,0.0
126526,0,0.085986,60,0,0.079232,3388.3711008454598,8,0,0,1,1.0
126527,0,0.253939,48,0,0.154611,11037.483815141512,7,0,1,0,0.0
126528,1,0.152975,54,0,0.428639,2566.724928360839,10,0,2,1,1.0
126529,0,0.139992,78,1,0.15186,,12,0,3,0,0.0
126530,0,0.720928,73,0,0.041312,,14,0,0,0,1.0
126531,1,0.549727,34,1,0.467245,12292.966666481656,5,1,0,1,0.0
126532,0,0.19241,54,1,0.144256,16515.450963617845,8,0,1,0,0.0
126533,0,0.025172,35,0,0.151492,,5,1,2,0,0.0
126534,0,0.10006,61,0,1.021725,2867.226421931652,12,0,2,0,3.0
126535,0,0.114851,38,0,1.077719,6122.971996644824,7,1,0,0,0.0
126536,0,0.199215,74,0,0.092143,8200.449785574701,6,1,1,1,0.0
126537,0,0.400702,34,0,0.013692,,11,0,2,0,2.0
126538,0,0.059875,37,0,0.192676,3878.127473241828,7,0,1,0,1.0
126539,0,0.125126,33,1,0.184283,3658.0020885874737,9,0,0,0,0.0
126540,0,0.240495,43,0,0.308682,3930.4457819096097,4,0,1,0,0.0
126541,0,0.050377,57,1,0.435717,6972.197847225775,10,1,2,1,
126542,0,0.136463,66,2,0.590103,9672.720249373315,7,0,0,1,1.0
126543,0,0.104747,39,2,0.461798,17734.314331478043,5,1,0,1,0.0
126544,0,0.277225,62,0,0.179016,3412.312056854471,6,0,0,0,1.0
126545,0,0.162126,47,1,0.25102,4153.236154277284,9,0,0,0,2.0
126546,0,0.274414,32,1,0.471186,3078.4812470003567,10,0,3,0,2.0
126547,0,0.300876,65,0,0.742661,2395.8541851361897,4,0,0,0,1.0
126548,0,0.09038,47,0,0.130963,6884.24679512182,8,1,1,0,2.0
126549,0,0.030948,44,0,0.178512,3589.759484982398,13,1,1,0,0.0
126550,0,0.09883,75,3,0.846905,,4,1,0,0,2.0
126551,0,0.283688,62,1,0.455336,,9,0,1,0,1.0
126552,0,0.227754,86,0,0.567721,21126.074347795056,4,0,0,0,1.0
126553,0,0.68246,48,2,0.391803,841.6682457867445,15,1,0,1,4.0
126554,0,0.150769,56,0,0.349819,5476.923835098353,8,0,0,0,1.0
126555,0,0.392374,36,1,0.323956,3741.5319606718313,8,1,0,0,0.0
126556,0,0.161068,63,1,0.845719,7513.604647237642,7,0,1,0,1.0
126557,0,0.06542,43,0,0.053202,,11,0,0,0,2.0
126558,1,0.112977,35,1,0.168013,2807.180400982397,6,0,2,1,0.0
126559,0,0.152917,41,0,0.345044,4988.760325419326,8,0,1,0,0.0
126560,0,0.038039,52,0,0.209217,3756.694987278391,15,0,0,0,0.0
126561,0,0.068908,87,0,0.17516,8471.667551708615,5,0,0,0,0.0
126562,1,0.474692,54,2,0.616048,,11,1,1,1,0.0
126563,0,35.436582,48,0,0.028607,5378.16220563673,4,1,0,0,0.0
126564,0,0.803832,62,0,0.854925,15602.955303105427,9,1,1,1,0.0
126565,0,0.628597,54,0,0.184882,,9,0,3,0,0.0
126566,0,0.231801,29,0,0.202907,1845.4531805053653,9,0,0,1,0.0
126567,0,0.013388,55,0,0.134053,4754.48776256617,14,0,1,0,1.0
126568,0,0.375244,70,0,0.901302,7681.946081796561,7,0,1,0,0.0
126569,0,0.154108,48,0,0.161869,5632.1233129417205,8,1,0,0,0.0
126570,0,0.005138,55,1,1.548223,21202.42633263749,5,1,2,0,
126571,0,0.110665,54,1,0.112956,3712.5281455265012,8,0,1,0,1.0
126572,0,0.091002,66,0,0.08101,1136.9702182012556,9,1,1,0,1.0
126573,0,0.107979,45,2,0.302217,3991.9234500641414,4,1,2,0,0.0
126574,0,0.33085,48,0,0.010687,6132.848353440059,3,0,0,0,1.0
126575,0,0.588285,55,1,0.253228,5029.520892352424,4,0,1,1,0.0
126576,0,0.497831,44,0,0.437884,7743.08123323796,8,2,1,0,1.0
126577,0,0.234748,40,0,0.178547,8226.254334027082,16,1,3,1,1.0
126578,0,0.031996,60,1,0.402922,3211.5714269642917,11,0,0,0,0.0
126579,0,0.211098,66,0,0.069573,11981.428345517355,12,1,0,0,1.0
126580,0,0.220979,43,0,0.0684,1692.4925711483545,6,0,1,1,2.0
126581,0,0.25251,45,1,0.249133,14429.127271524658,7,0,0,0,2.0
126582,0,0.228241,52,0,0.02318,3530.152436640216,12,0,0,0,1.0
